CC,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
MOZ,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS,0,0,0,0,0,0,0,0,0,0,16.8918918918919,14.0243902439024,12.8342245989305,11.5384615384615,7.58928571428571,9.25925925925926,7.79220779220779,7.93650793650794,7.32394366197183,7.6056338028169,8.56353591160221,11.8457300275482,8.62533692722372,7.63157894736842,14.7959183673469,16.628701594533,15.1950718685832,13.0909090909091,9.50764006791171,20.2564102564103,21.2368728121354,20.5376344086022,17.1890798786653,15.5534351145038,15.2658662092624,17.6747839748625,17.8699070764832,20.8062418725618,18.8643533123028,24.2407199100113,25.0130821559393,23.1794871794872,21.5658021133525,21.7090069284065,19.9383802816901,18.9787234042553,18.9858012170385,19.0066484161126,18.8979433449748,20.5652658981034,18.1618454778469,18.0550589917769,17.3130193905817,17.211997273347,0,0,0,0
MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYS,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00140678633729109,0.00134681948578432,0.00127438861206336,0.00121530309659229,0.00120958474955548,0.00111321384838027,0.00102547274293449,0.0,1.00687051196952,0.806180180468963,0.817636820731,0.64443634144708,0.925925925925926,0.629284798839078,0,0,0,0
NAC,0.0189343287873278,0.0201210003999478,0.0260809131505437,0.027123625497731,0.027254103033901,0.0278759724541857,0.0325814620190055,0.0395899053872133,0.0463559509574,0.0445427066428309,0.0438203806327506,0.087601327539137,0.122867509316836,0.127753471986139,0.158393994472111,0.197109086227051,0.209541212674713,0.174027603574253,0.219599856006065,0.253729068150151,0.294092163875443,0.262587105899456,0.297784848342529,0.351806859161938,0.423695337654511,0.452413555091247,0.47679144761186,0.451753249646071,2.05625773319246,2.71380667281317,1.75090081735289,1.96363195684315,1.96561743850945,1.98254843855877,1.84289068013212,1.84214506307644,1.81041127595622,1.75923354519912,1.83751019065065,1.84837267934168,1.83093485428638,1.95614893337825,1.97389406396921,2.03438089013409,2.06988399783246,2.28229072169144,2.43844332215506,2.86708824388414,3.44737459122113,3.90023642035807,4.51148623637402,5.11672713934237,5.97068473720532,6.58162440963224,0,0,0,0
NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.516795865633075,0.519480519480519,0.531914893617021,0.748129675810474,0.674157303370787,0.606060606060606,0.0,0.0,0.589101620029455,0.579710144927536,0,0,0,0
NGA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
NIC,0,0,0,0,0,0,0,0,0,0,1.63398692810458,1.41843971631206,1.17994100294985,1.46341463414634,1.58730158730159,1.56555772994129,1.29757785467128,1.40597539543058,1.53340635268346,1.7910447761194,1.6504854368932,1.79640718562874,9.90888382687927,31.4775160599572,31.2015503875969,23.3025984911987,19.7183098591549,22.03125,30.2116741500962,33.6993822923816,37.8898473788985,35.2654057352044,29.164265129683,26.5177548682703,23.5040431266846,21.8765679879579,21.8581907090465,14.783759929391,9.23361034164358,12.4627817949809,11.984126984127,13.0152671755725,16.3419913419913,16.735112936345,20.4195345788266,20.2297383535418,19.4513715710723,19.6370127938114,22.2994497538372,23.2303908171632,22.3849372384937,32.4237161994542,41.3884218111939,45.004500450045,0,0,0,0
NLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47996608795016,1.49990539587526,1.48749270836908,1.96603675563348,1.7156862745098,1.5801006079684,1.69390973100401,0.439381880886059,0.387259010896899,0.0270795501608844,0.700589384720479,0.824920337115459,1.02895394554144,1.22250793696399,1.26351813826146,1.00223800720055,1.11663531308788,1.13496335689733,1.32073753106661,1.45470076880559,1.62258060541846,2.03223956077403,2.22484194953943,2.43209131317566,2.78713099630996,3.15738974238824,3.40048898711337,4.02579677227785,4.01784792084117,5.14948524907622,7.36281662513386,8.03881294709257,7.10882898302667,8.76692204700982,9.44489889261243,9.29990777228138,10.7622649456403,12.0137853588646,11.8630573248408,11.2127482643254,12.2833013645082,0,0,0
NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00486717479971576,0.0268967372188774,0.0202306291725673,0.024695423114916,0.0243904490365773,0.175148629646989,0.189032497309226,0.19383154587062,0.208824069897593,0.248390801527737,0.24459678342959,0.297999961794877,0.228066682353793,0.241344659068461,0.243689026634066,0.201387963034432,0.232429714737857,0.249539312039312,0.513738761964582,0.554914764728855,0.606215162665307,0.844731154410915,0.938932643705184,0.927781751736935,0.919231327159316,0.997257339456986,1.30568964152884,1.29906440086195,1.66079592295586,1.70710174100364,1.87940485512921,0,0,0
NPL,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184356070582038,0,0,0,0
NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZL,6.9202324352879,10.0246609124538,11.7003827227993,12.8533925686591,12.4884194923105,11.7754094099298,9.61587382345459,10.4519774011299,10.0591267434809,9.10391189301295,8.11474350691304,7.13677397376938,6.7076790243376,8.40237943488422,7.80490177008364,7.33128262490679,6.86180202464385,6.87544996400288,6.34000543429037,6.6250663834307,6.17278691318054,6.00320384461354,5.78643415241762,5.87849411421699,5.51507718943875,5.47312430011198,5.50461866007349,5.54366008698561,7.44307672683207,8.15434681543468,8.4364488226814,8.46962971970572,8.4872355944566,7.92516714011076,7.50651655482225,7.28484084117018,7.4240750222318,8.33510581729235,8.92455773858318,9.24656661655668,8.77135348226019,8.26503236604396,8.07072614464036,8.50958710739913,9.95159188233104,10.4192468235402,11.5408352190907,13.2898398649573,15.9666766391273,18.0876192173991,19.559203868211,20.122006326254,20.9984976308795,23.2406493238124,24.5995112679881,0,0,0
OED,0.187733639641939,0.19331881988907,0.206099476149812,0.203242891701241,0.203462501955307,0.231482119073984,0.226858408131588,0.234676754001296,0.23409529496386,0.290773883627518,0.28494588297521,0.284130081303058,0.306871264474881,0.284224909513741,0.310647762480025,0.317006117768469,0.322240203921649,0.310139825134088,0.340251075769646,0.388488470925563,0.413465072163811,0.543118071180533,0.573260020315383,0.610854588123546,0.651037188608507,0.720239055055502,0.737720796243076,0.743331514571834,1.52431516079069,1.83381579525281,1.40190350504538,1.5374012764479,1.57083674986247,1.58984749833067,1.57157405274028,1.5584658608144,1.60771736500944,1.64091173692623,1.71757674482461,1.81676390675103,1.88135945838387,2.08572018374894,2.25834813194206,2.52678715614843,2.77545377728915,3.07972590594796,3.46996414859645,3.94582272835645,4.62728907927838,5.25859383280286,6.22926195156438,7.1705208720797,8.20663801095784,9.09794954324518,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
OSS,0,0,0,0,0,0,0,0,0,0,0.466271886548628,0.496779837532212,0.469065802398674,0.297132200083071,0.304395971344772,0.33638458572795,0.268617059703886,0.277851100447924,0.39263912575771,0.361791681017782,0.739780464309697,0.867582333695136,0.83044309157546,0.606373536621749,0.640119504005092,0.719683696259721,0.750919094144977,0.732022725706079,0.701895737209307,0.94256980017112,1.03453702662515,0.918868618822405,0.926320334882332,0.921154858320201,1.01073447582059,1.17370345848307,1.24182030650334,1.79115284753963,2.53777570727065,2.95447534667219,3.11505859253871,2.9129477104622,2.6891651182923,2.73994815256977,2.8087770070491,3.7735509002828,4.51262306862605,4.69332159951749,5.48785820748719,5.39291488357794,5.68444333775956,6.1738495118591,5.80022199304248,5.72614967255419,0,0,0,0
PAK,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381452015834582,0.377000142443379,0,0,0,0
PAN,0,0,0,0,0,0,0,0,0,0,0.222469410456062,0.198609731876862,0.169635284139101,0.667222685571309,0.799360511590727,0.710227272727273,0.874243443174176,0.99866844207723,1.07042253521127,1.21412803532009,4.0590405904059,4.07088122605364,3.34970969182671,3.48258706467662,2.14876033057851,2.16466950135292,1.94683639086484,2.65728800312622,1.82170542635659,2.10447200300639,1.4336917562724,1.584567688598,1.33460438512869,0.833085391252603,0.426257459505541,0.47071129707113,0.518390520859047,0.548795036984013,0.633187772925764,0.49109883364027,0.448868071818891,0.340071792934064,0.37661406025825,0.416594341260198,0.394714261197872,0.40073468024712,0.294299876084263,0.249027237354086,0.332610267534346,0.297981850196397,0.294042444387625,0.302220155759619,0.390712212547444,1.59362549800797,0,0,0,0
PER,0,0,0,0,0,0,0,0,0,0,3.81448496051084,3.61005089058524,3.45345345345345,3.65585486531061,3.55377421509686,3.09499747347145,2.80579710144928,2.45321770880876,1.75949913644214,0.847373143255907,0.706845238095238,1.33110014104372,1.35742370342632,1.20717504038086,1.39542564610685,1.18937287611986,0.97101242324718,1.00354191263282,1.05631237706709,0.984936268829664,0.918381439027759,1.01356500533455,0.736088600756348,0.750031513929157,0.879583746283449,0.793191292264937,0.863654092606007,0.68371467025572,0.735294117647059,0.798433263031033,0.789296371161806,0.850657326115635,0.859361367998604,0.634920634920635,1.36868112474999,1.27567804664084,1.3965453877251,1.42152328091274,1.39998177897902,1.87796043466147,1.72347857124646,1.72642762284197,2.36902260500127,3.43312759461418,0,0,0,0
PHL,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019302535066272,3.82562811057145,11.533122327725,16.7572512511435,20.0144285272596,22.9793977812995,25.3021718602455,25.9992971975753,26.5662248498141,21.667697199894,21.2763356289987,22.3243264380401,22.3990580012915,22.4492182931108,22.0332431387708,21.3213439181309,20.7410324570903,18.277423583388,17.7907261687587,18.1847877980752,21.4392226658329,25.5696080324387,25.6701258555973,22.1934112646121,21.1319041822271,18.5530789573102,18.3748235252069,17.5384941750491,18.5249106246588,17.2350740635118,17.7323621775374,16.77782981541,14.7796049718048,14.6365791604025,14.3854308086834,13.0922328807164,13.7713235484455,0,0,0,0
PLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POL,0.0341191066997519,0.0508992195453003,0.0378982702146666,0.0394185760039419,0.05937971040972,0.0802449582937388,0.085902266648445,0.0847289574732743,0.140102742010808,0.0915907291553472,0.145246415577319,0.243277007035308,0.265767268913572,0.257474992056623,0.218011241527525,0.176559123186169,0.243286665136562,0.227586626245429,0.205447790580219,0.205058664968869,0.235698201158338,0.230818074170685,0.291463031698618,0.259695290858726,0.292639058837405,0.266554636457141,0.134551969826895,0.0662153690097985,0.0718676518814672,0.0409180523007105,0.0625339039238141,0.0849357625471547,0.0462896212598365,0.0382612870796885,0.049619824579326,0.0941966372508747,0.121332529180118,0.159123683144966,0.140713280619424,0.157849888946317,0.318672984462953,0.342458543568727,0.385976841389517,0.737463126843658,1.05948158780631,1.39894503744619,1.93876329829114,2.88022752246138,4.1708299971546,5.07228386456085,6.62465209235032,9.17810167521072,8.91831583568058,11.1413934943347,12.6927971648998,0,0,0
PRE,0,0,0,0,0,0,0,0,0,0,0.795046330798962,0.677058232190079,0.636839894510636,0.568659916740091,0.521054308281876,0.492398184074075,0.447657350769087,0.444051857355837,0.39210935354695,0.378253226416679,0.377445934970305,0.35496042381004,0.342562035546851,0.330727304013149,0.312646306900855,0.838438049534554,0.835590441807054,0.765979673432334,0.753524254104861,0.751451048335341,0.734577168418999,0.676075431075572,0.658744710242103,0.506359366715485,0.624758721775092,0.620785272858047,0.580130689631615,0.569213063582318,0.535575699048129,0.574906378840824,0.594597895003806,0.469097327142434,0.842838462959915,1.01443969694441,0.993220151594624,1.39439116059761,0.975729306406085,1.05912169117378,1.17421184987876,1.08479120801627,1.05547763768482,1.10248533842006,1.19183913215214,1.96158411664617,0,0,0,0
PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Dem. People’s Rep.,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
PRT,1.4827018121911,1.49793388429752,1.72572480441786,0.414851690520639,4.43825042881647,3.58358717075793,3.22906155398587,3.65033621517771,4.08401400233372,2.50067222371605,1.81104356636272,1.27828054298643,2.04248366013072,1.68460458586804,2.20540136435847,2.2894684451523,1.69872958257713,1.58914994177683,1.6009928637915,2.10443246087071,2.24971064814815,2.29862603373055,2.24339444967595,1.94321437874446,2.91334396597554,2.98125645692921,3.05427050688952,2.91257805530776,2.59501350346393,2.45106683124669,2.74050909580013,3.0074173971679,2.95739671687038,3.14314889271811,3.15798998612535,2.99491648511256,3.30130646200715,3.00670727006399,3.17637743933678,3.56220603154109,3.69736614105008,4.23439211391019,4.25614238730896,5.4543020947197,7.64051268727808,9.7167325428195,13.0629477993859,17.241758483429,20.2235156218423,22.7319290011361,24.2348905334567,30.1649991223451,31.1493252067915,30.7761889181855,30.2830706500431,0,0,0
PRY,0,0,0,0,0,0,0,0,0,0,16.1702127659574,13.4615384615385,10.5820105820106,8.06142034548944,5.73355817875211,6.29139072847682,6.30472854640981,3.52112676056338,5.49927641099855,5.34550195567145,5.81542351453856,3.84615384615385,3.91459074733096,3.39761248852158,0.904866715578381,0.235057085292142,0.161307667491128,0.140084050430258,0.090412197427362,0.069891484274416,0.0545126230792818,0.0515824766957739,0.0890698562158035,0.0439355246176236,0.0615574022776239,0.0713839564557866,0.0707769738911607,0.0707505453687872,0.0692707331152588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PST,0.180744381707149,0.186124136155705,0.198111054577775,0.194134225786659,0.194194977889785,0.220765634586094,0.214710234850862,0.222696512880691,0.221598843812489,0.278435719372509,0.291375894471144,0.283490010853944,0.302482765241488,0.274830893373124,0.300364857090803,0.307463958190474,0.31129475234905,0.303095184133895,0.325264382915965,0.374934039642073,0.397322423923008,0.522201316446172,0.549050206734424,0.586898694069453,0.624463810595301,0.667806939444214,0.674756460126,0.680800348652638,1.45601466896944,1.74987504091077,1.30495490866066,1.43093953110974,1.46503244421785,1.50150655031014,1.47765395018916,1.48591488514985,1.54281418817096,1.57989696363168,1.66445256134227,1.76886867252425,1.81284356709943,2.02933453600527,2.20415681606462,2.47139109387647,2.71133743565386,3.02483728031287,3.39704516954698,3.88588983145049,4.54198090033882,5.19334212523667,6.14659467987349,7.08395957668202,8.13684969262082,8.98815676410633,0,0,0,0
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
ROU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00369037734108313,0.00180258129641647,0.0,0.0,0.0,0.019248267655911,0.0205622850306565,0.0,0.0,0.0,0.00548095368594135,0.00544069640914037,0.00707977132338625,0.0100987999259421,0.00637989058487647,0.0616152935644447,0.0446456062565429,0.0329055610398157,0.687903132681173,2.55971870514041,4.86609725388777,8.86975536422031,12.763412165271,0,0,0,0
RUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00600654991165751,0.00608521358631595,0.00624721106648818,0.00627810761094986,0.00697237681467537,0.006868243801701,0.00673626687907574,0.00684130805810071,0.00702018545393366,0.00709767704859661,0.00935573232565251,0.0131559269699876,0.0201279191105034,0.0410137281150747,0.0486071157806443,0.0481517811427953,0.0515160509727176,0.0499309748677471,0.0475717693327722,0.0506037604351317,0.0526002879986411,0.0533712693530206,0.0492839795270421,0.0459535793205111,0.0699404047506761,0,0,0,0
RWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAS,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834178063151038,0.00114567619650093,0.00206895959179061,0.00187470673810549,0.00926624296164569,0.0103621220022915,0.0218353765941124,0.0230469616973985,0.0431208644640112,0.10557012647328,0.176268699978055,0.18615545970806,0.189920725101551,0.379021844043182,0.445104680470815,0.576325209777934,0.720404628784585,0.894816449909505,1.05388292980773,1.29112918133524,1.66700314030612,1.98362765866694,2.33756872928439,2.84834425717199,2.99964034216566,3.43763150605778,4.04125061161787,4.37394836343267,4.57428140521404,0,0,0,0
SAU,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000368080094228504,0.000352091600150695,0.000320712237737568,0,0,0,0
SDN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
SEN,0,0,0,0,0,0,0,0,0,0,9.71128608923885,9.5,8.5972850678733,8.66666666666667,8.1419624217119,7.60233918128655,7.05467372134039,6.45161290322581,5.91715976331361,5.91715976331361,5.61009817671809,6.22222222222222,5.60747663551402,5.20446096654275,5.23038605230386,5.2434456928839,4.97109826589595,4.82603815937149,4.66883821932682,4.65608465608466,4.54076367389061,4.27756653992395,4.33944069431051,4.20560747663551,4.06360424028269,3.90689941812136,3.71804802478699,3.61890694239291,3.57653791130186,3.30423940149626,3.276955602537,3.42465753424658,2.6536312849162,1.98763250883392,2.16194968553459,2.2550225502255,1.50602409638554,1.54565061107117,1.85444366689993,2.50325097529259,2.5388765471279,1.42028985507246,1.76916596461668,1.76991150442478,0,0,0,0
SGP,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798872180451128,0.713745906457301,0.64821169831465,0.601301641199774,0.540918925798651,1.44790497015543,1.38621704198257,1.29205779981015,1.17511631253298,1.10142060780435,1.01659751037344,0.910848390214886,0.863436123348018,0.829945799457995,0.773724932891205,1.42947807428451,1.36452804061851,1.40099626400996,1.3012414767325,1.25088320728548,1.20937072156584,1.18396421364841,1.2584797564542,1.29826008881555,1.3050858667137,1.32774131861446,1.35828489919312,1.54683232921262,1.66261644390441,0,0,0,0
SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,16.7676767676768,45.980985306828,40.4503105590062,42.2237860661506,31.5754779169413,33.6986301369863,56.8068424803991,62.5964912280702,43.5714285714286,42.1313506815366,24.736225087925,22.3219628964692,22.9793977812995,21.7062089853609,21.7241379310345,18.8908926961226,18.5023944275141,16.4147774979009,13.6543298598635,12.9329520177947,13.3836858006042,12.7590290112493,13.5527049637479,11.9470198675497,16.2323561346363,23.2750962392656,24.5738997710506,23.9334779464931,24.1184448462929,23.8116392714349,23.6367406178727,22.6878868258179,26.277749096541,28.3679624664879,30.3176795580111,30.2139037433155,29.8701298701299,30.623697290364,31.9036989795918,32.0906315282018,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165878742639131,0.0535345552808015,0.0867069305746577,0,0,0,0
SSA,0,0,0,0,0,0,0,0,0,0,0.19604959333493,0.176830579792841,0.167390885855066,0.157461278525962,0.143287488996914,0.144867039784318,0.143070388670125,0.143901286312263,0.137073936524741,0.132029169430606,0.123694215194737,0.129624738417426,0.12610253700274,0.117982627883123,0.127546766003459,0.300011061548867,0.291146897886719,0.264984039516124,0.25175106336614,0.290462095013551,0.288744181116791,0.286836233718077,0.272263087602479,0.221520357583183,0.265922630789123,0.288175518776539,0.305872690922402,0.375303341019667,0.349324295766675,0.42451117468832,0.444666540227702,0.371324483839118,0.469048897814878,0.540260947657706,0.525475467237555,0.692209596677975,0.533899488442867,0.592233145454755,0.656637755016275,0.672641921354956,0.670853729035069,0.735133587379909,0.894809133846025,1.72708264422392,0,0,0,0
SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449438202247191,0.423728813559322,0.409836065573771,0,0,0,0
SSF,0,0,0,0,0,0,0,0,0,0,0.195889781437208,0.1766864344771,0.167254435405591,0.15733292230083,0.143170686686096,0.144748949885984,0.142953763330932,0.143783983658077,0.136962199256881,0.131921544457952,0.123593384548107,0.129519073442121,0.125999743187138,0.117886453097246,0.127442794909326,0.299766504361738,0.29090956641627,0.264768034976146,0.251545845826508,0.2902253217674,0.288508808246306,0.286602416131076,0.272041149469533,0.221339782922826,0.265705861146551,0.28794060945717,0.305623355566147,0.374997408535291,0.349039540375566,0.424165129918335,0.444304065598509,0.371021794762218,0.468666547649242,0.539820548237122,0.525047120357579,0.691645334710455,0.533464274632985,0.591750380347931,0.656102489811383,0.672093610184753,0.670306875528732,0.734534335467777,0.894079720724852,1.72567479455588,0,0,0,0
